
09/01/14,11,12,13,29,35
07/09/14,4,12,20,24,26
05/16/14,1,13,27,33,34
08/31/14,14,21,24,25,35
07/08/14,6,8,11,13,22
05/15/14,2,10,13,28,31
08/30/14,16,21,25,28,32
07/07/14,13,15,26,28,30
05/14/14,4,9,21,29,35
08/29/14,6,19,21,29,33
07/06/14,3,5,8,15,34
05/13/14,6,10,13,27,30
08/28/14,9,11,17,18,28
07/05/14,7,23,29,34,35
05/12/14,11,20,21,32,36
08/27/14,3,5,20,24,28
07/04/14,10,11,17,28,33
05/11/14,11,15,17,26,31
08/26/14,5,24,27,28,31
07/03/14,5,10,16,24,36
05/10/14,2,7,18,30,31
08/25/14,8,15,18,22,33
07/02/14,4,5,13,14,16
05/09/14,2,21,31,32,35
08/24/14,7,13,14,15,16
07/01/14,8,16,20,24,26
05/08/14,6,14,18,20,25
08/23/14,13,19,20,27,28
06/30/14,6,8,12,13,34
05/07/14,13,16,23,28,34
05/06/14,7,14,19,21,28
03/13/14,6,7,8,11,28
01/18/14,4,8,13,22,23
05/05/14,12,22,23,24,33
03/12/14,4,8,17,28,29
01/17/14,2,4,11,17,24
05/04/14,9,16,22,23,33
03/11/14,15,20,27,28,32
01/16/14,1,2,10,30,34
05/03/14,14,19,20,22,35
03/10/14,3,13,20,21,34
01/15/14,12,16,22,23,29
05/02/14,7,12,27,28,34
03/09/14,7,15,30,31,33
01/14/14,8,14,32,33,34
05/01/14,8,9,14,28,34
03/08/14,6,20,21,24,32
01/13/14,2,4,8,10,25
04/30/14,2,11,23,24,29
03/07/14,1,5,7,12,21
01/12/14,3,14,16,19,34
04/29/14,3,24,26,29,32
03/06/14,1,6,13,14,27
01/11/14,1,14,25,27,33
04/28/14,1,3,8,13,21
03/05/14,5,10,11,14,25
01/10/14,6,12,18,19,33
04/27/14,11,18,22,28,31
03/04/14,4,16,30,32,36
01/09/14,1,7,26,29,33
04/26/14,3,7,14,21,24
03/03/14,5,19,24,26,32
01/08/14,5,8,10,19,34
04/25/14,2,4,11,18,32
03/02/14,7,18,20,25,35
01/07/14,5,23,27,31,33
04/24/14,12,17,21,22,27
03/01/14,23,27,29,30,33
01/06/14,3,7,9,18,26
04/23/14,19,22,26,31,32
02/28/14,1,2,25,28,31
01/05/14,4,14,23,25,34
04/22/14,6,20,21,23,35
02/27/14,3,10,11,12,16
01/04/14,1,8,17,20,21
04/21/14,5,14,18,23,32
02/26/14,8,11,27,32,33
01/03/14,7,16,17,24,33
04/20/14,10,13,15,19,26
02/25/14,14,16,20,32,34
01/02/14,2,7,13,16,23
04/19/14,2,3,12,35,36
02/24/14,8,19,25,26,31
01/01/14,2,28,31,35,36
04/18/14,13,22,25,31,36
02/23/14,13,15,23,27,35
12/31/13,12,16,22,25,32
04/17/14,12,14,24,25,29
02/22/14,5,18,22,25,33
12/30/13,6,8,10,12,25
04/16/14,7,11,13,21,28
02/21/14,1,13,27,29,33
12/29/13,4,9,10,11,13
04/15/14,3,6,20,25,30
02/20/14,5,7,15,22,23
12/28/13,6,17,19,24,29
04/14/14,4,13,20,21,26
02/19/14,15,18,19,23,31
12/27/13,1,6,9,22,27
04/13/14,10,17,20,34,36
02/18/14,3,16,21,22,29
12/26/13,2,10,17,21,23
04/12/14,13,15,17,25,34
02/17/14,11,20,27,33,35
12/25/13,8,24,28,34,36
04/11/14,10,15,21,24,35
02/16/14,7,13,20,31,34
12/24/13,11,16,20,34,35
04/10/14,1,4,20,27,30
02/15/14,4,6,17,18,33
12/23/13,2,21,25,27,35
04/09/14,5,8,9,19,27
02/14/14,10,20,29,33,34
12/22/13,7,12,21,30,31
04/08/14,2,7,22,24,28
02/13/14,2,7,11,13,34
12/21/13,6,15,17,31,36
04/07/14,3,4,13,26,29
02/12/14,4,6,15,21,26
12/20/13,11,18,23,26,34
04/06/14,9,13,21,28,31
02/11/14,2,9,21,28,29
12/19/13,2,10,26,27,33
04/05/14,8,10,11,24,33
02/10/14,4,11,22,29,32
12/18/13,8,14,16,20,27
04/04/14,11,20,22,24,31
02/09/14,1,11,13,16,25
12/17/13,3,6,18,19,36
04/03/14,1,6,17,19,35
02/08/14,9,16,21,25,27
12/16/13,7,15,16,20,34
04/02/14,3,10,17,18,28
02/07/14,8,11,12,20,32
12/15/13,1,4,8,24,36
04/01/14,5,6,19,28,29
02/06/14,2,19,26,28,29
12/14/13,1,9,10,20,27
03/31/14,10,11,12,30,33
02/05/14,11,19,25,30,31
12/13/13,6,30,32,34,35
03/30/14,9,14,20,21,32
02/04/14,6,8,9,25,32
12/12/13,10,15,16,19,22
03/29/14,5,10,15,22,24
02/03/14,2,11,13,30,33
12/11/13,13,19,22,23,36
03/28/14,1,5,15,21,30
02/02/14,11,16,29,30,33
12/10/13,6,8,32,33,36
03/27/14,2,4,16,20,21
02/01/14,2,11,16,23,24
12/09/13,1,5,11,12,28
03/26/14,11,21,23,29,36
01/31/14,4,5,9,18,21
12/08/13,8,12,29,31,36
03/25/14,12,15,28,31,32
01/30/14,11,14,20,24,29
12/07/13,2,8,17,28,33
03/24/14,5,11,15,28,36
01/29/14,6,8,12,24,29
12/06/13,6,9,25,32,34
03/23/14,9,10,15,19,34
01/28/14,17,21,24,31,33
12/05/13,20,21,27,34,36
03/22/14,13,19,21,22,36
01/27/14,1,9,17,24,36
12/04/13,3,8,10,27,30
03/21/14,3,5,6,8,21
01/26/14,1,5,19,30,35
12/03/13,2,8,17,24,29
03/20/14,4,7,16,28,29
01/25/14,10,16,20,25,35
12/02/13,4,19,24,25,27
03/19/14,1,19,22,23,27
01/24/14,8,20,21,29,32
12/01/13,1,16,29,32,36
03/18/14,6,22,25,26,35
01/23/14,21,23,33,35,36
11/30/13,4,20,21,22,24
03/17/14,7,12,20,25,29
01/22/14,2,7,12,27,35
11/29/13,1,4,17,20,22
03/16/14,4,8,14,18,29
01/21/14,4,5,6,14,18
11/28/13,2,5,11,28,29
03/15/14,5,10,15,17,32
01/20/14,10,13,15,18,34
11/27/13,2,6,8,11,17
03/14/14,2,3,4,10,36
01/19/14,4,7,14,24,32
11/26/13,3,8,11,13,17
11/25/13,13,20,25,29,30
10/02/13,1,8,13,32,33
08/09/13,1,3,7,22,24
11/24/13,4,8,10,16,29
10/01/13,10,22,28,29,31
08/08/13,14,30,32,34,36
11/23/13,5,9,14,26,33
09/30/13,16,21,24,27,33
08/07/13,5,16,24,28,35
11/22/13,3,5,22,24,33
09/29/13,5,16,20,29,34
08/06/13,3,8,9,20,25
11/21/13,11,18,20,24,32
09/28/13,8,14,17,27,30
08/05/13,1,16,18,22,36
11/20/13,8,13,26,30,32
09/27/13,1,6,7,9,17
08/04/13,2,14,17,21,25
11/19/13,12,16,17,26,33
09/26/13,6,11,19,24,32
08/03/13,4,11,13,34,36
11/18/13,1,12,16,25,29
09/25/13,2,3,4,11,29
08/02/13,5,11,21,24,31
11/17/13,2,8,16,28,35
09/24/13,21,24,25,29,32
08/01/13,9,11,12,17,25
11/16/13,7,15,17,28,35
09/23/13,2,10,33,34,35
07/31/13,1,6,24,25,35
11/15/13,4,8,15,23,36
09/22/13,9,13,15,18,26
07/30/13,13,16,19,34,35
11/14/13,5,24,28,31,33
09/21/13,4,7,31,32,35
07/29/13,1,18,21,25,27
11/13/13,1,7,8,21,23
09/20/13,2,10,12,25,29
07/28/13,5,8,20,24,29
11/12/13,8,24,25,30,32
09/19/13,7,9,16,17,18
07/27/13,6,11,14,18,33
11/11/13,1,5,16,34,35
09/18/13,7,17,25,29,36
07/26/13,10,14,15,28,29
11/10/13,15,23,26,35,36
09/17/13,3,15,21,34,36
07/25/13,2,12,22,28,31
11/09/13,19,23,27,31,33
09/16/13,11,13,23,31,34
07/24/13,2,4,19,28,36
11/08/13,5,11,19,22,36
09/15/13,1,13,14,16,30
07/23/13,9,10,12,25,32
11/07/13,14,26,31,35,36
09/14/13,9,11,12,14,26
07/22/13,2,8,20,23,29
11/06/13,17,19,25,28,35
09/13/13,1,17,21,28,30
07/21/13,1,6,13,23,36
11/05/13,3,11,14,24,26
09/12/13,20,29,30,31,35
07/20/13,2,4,18,33,35
11/04/13,10,16,17,22,23
09/11/13,1,17,20,27,29
07/19/13,11,20,25,29,36
11/03/13,7,15,27,30,33
09/10/13,3,4,14,16,36
07/18/13,7,9,13,22,33
11/02/13,10,18,22,31,32
09/09/13,19,20,23,26,34
07/17/13,3,9,11,20,25
11/01/13,1,9,10,29,35
09/08/13,5,10,12,18,31
07/16/13,7,8,16,29,36
10/31/13,1,9,21,27,32
09/07/13,17,19,26,29,31
07/15/13,7,8,11,28,32
10/30/13,9,23,30,33,35
09/06/13,4,9,11,12,32
07/14/13,3,4,5,8,29
10/29/13,4,13,20,32,34
09/05/13,9,11,18,19,20
07/13/13,11,16,29,31,33
10/28/13,8,14,15,16,20
09/04/13,6,19,21,23,27
07/12/13,1,16,22,23,36
10/27/13,2,3,12,15,28
09/03/13,2,5,9,12,36
07/11/13,7,13,17,21,32
10/26/13,13,17,19,30,36
09/02/13,18,19,20,31,32
07/10/13,6,11,12,31,33
10/25/13,3,17,27,31,36
09/01/13,14,15,18,27,32
07/09/13,7,9,22,28,31
10/24/13,19,20,28,30,36
08/31/13,4,6,21,28,31
07/08/13,6,19,27,29,30
10/23/13,1,12,18,25,32
08/30/13,5,13,19,31,35
07/07/13,8,17,20,25,31
10/22/13,4,5,16,27,32
08/29/13,3,4,7,9,26
07/06/13,16,17,24,25,28
10/21/13,9,14,21,26,29
08/28/13,1,18,25,27,32
07/05/13,3,8,9,13,14
10/20/13,7,9,20,25,27
08/27/13,10,12,20,24,35
07/04/13,7,12,13,29,34
10/19/13,2,17,26,27,32
08/26/13,6,16,18,20,29
07/03/13,4,20,30,31,36
10/18/13,12,16,17,22,25
08/25/13,3,4,24,34,35
07/02/13,5,22,27,30,34
10/17/13,7,8,12,30,33
08/24/13,3,4,7,25,27
07/01/13,12,13,21,27,32
10/16/13,10,15,18,22,34
08/23/13,4,5,11,18,28
06/30/13,3,13,17,25,36
10/15/13,9,11,14,29,34
08/22/13,18,20,26,30,36
06/29/13,8,22,24,25,35
10/14/13,12,18,24,27,33
08/21/13,3,19,20,30,33
06/28/13,1,8,16,22,25
10/13/13,11,14,16,24,25
08/20/13,8,9,24,26,27
06/27/13,1,9,19,28,30
10/12/13,1,3,5,31,32
08/19/13,11,18,21,24,35
06/26/13,1,10,13,21,33
10/11/13,7,17,23,31,36
08/18/13,8,16,22,31,33
06/25/13,4,8,14,17,30
10/10/13,10,14,17,24,36
08/17/13,5,8,9,15,22
06/24/13,21,25,27,31,36
10/09/13,1,7,8,9,17
08/16/13,8,9,10,34,35
06/23/13,5,7,12,24,35
10/08/13,5,8,10,16,36
08/15/13,6,13,14,15,26
06/22/13,4,16,20,28,34
10/07/13,1,13,15,23,28
08/14/13,1,13,15,18,29
06/21/13,1,6,13,27,32
10/06/13,2,7,8,26,33
08/13/13,1,5,23,29,33
06/20/13,1,2,4,13,26
10/05/13,13,20,25,27,29
08/12/13,14,19,24,25,32
06/19/13,2,11,15,16,31
10/04/13,14,15,29,32,35
08/11/13,12,19,26,29,36
06/18/13,5,7,23,29,32
10/03/13,10,13,25,29,34
08/10/13,9,14,18,32,34
06/17/13,3,9,10,25,27
06/16/13,12,13,24,27,28
04/23/13,7,10,19,24,31
02/28/13,5,6,17,24,30
06/15/13,15,16,26,32,33
04/22/13,1,12,25,29,34
02/27/13,4,12,14,25,35
06/14/13,11,21,22,25,32
04/21/13,1,5,7,16,32
02/26/13,9,19,27,29,32
06/13/13,5,15,24,31,33
04/20/13,4,9,17,31,32
02/25/13,5,21,27,34,35
06/12/13,7,9,17,18,24
04/19/13,12,16,20,24,33
02/24/13,3,19,24,32,35
06/11/13,5,13,24,25,32
04/18/13,1,9,24,32,33
02/23/13,13,26,28,31,33
06/10/13,3,14,19,23,26
04/17/13,7,8,9,31,32
02/22/13,9,22,27,29,31
06/09/13,3,16,19,27,36
04/16/13,3,9,18,21,27
02/21/13,3,13,15,28,33
06/08/13,3,8,9,18,27
04/15/13,5,15,29,30,32
02/20/13,2,3,14,24,33
06/07/13,9,11,24,29,31
04/14/13,1,17,26,30,36
02/19/13,10,25,30,35,36
06/06/13,7,20,22,26,29
04/13/13,7,8,9,17,28
02/18/13,13,15,17,20,24
06/05/13,1,5,7,9,28
04/12/13,7,17,20,31,35
02/17/13,2,7,8,27,30
06/04/13,4,11,12,26,31
04/11/13,9,20,24,30,36
02/16/13,11,26,33,34,36
06/03/13,13,21,32,35,36
04/10/13,9,11,12,18,30
02/15/13,6,15,16,23,27
06/02/13,4,11,15,27,28
04/09/13,15,21,23,26,29
02/14/13,4,7,13,15,34
06/01/13,8,12,19,21,27
04/08/13,13,17,19,28,32
02/13/13,8,18,20,27,30
05/31/13,19,20,25,27,35
04/07/13,6,13,26,31,34
02/12/13,8,10,14,19,21
05/30/13,9,15,17,24,32
04/06/13,2,4,15,30,34
02/11/13,3,8,9,14,31
05/29/13,1,5,16,21,34
04/05/13,1,11,12,28,30
02/10/13,5,9,13,23,30
05/28/13,6,10,21,25,26
04/04/13,8,21,32,33,34
02/09/13,1,3,16,18,25
05/27/13,1,10,19,24,33
04/03/13,7,10,17,19,22
02/08/13,9,10,12,14,36
05/26/13,1,15,17,23,28
04/02/13,2,13,17,28,35
02/07/13,19,26,29,31,32
05/25/13,3,8,19,28,35
04/01/13,16,25,27,28,29
02/06/13,8,10,15,20,33
05/24/13,1,2,10,25,28
03/31/13,12,18,19,25,33
02/05/13,1,6,10,15,32
05/23/13,18,22,23,33,36
03/30/13,3,29,31,32,34
02/04/13,2,7,16,23,32
05/22/13,12,15,16,28,29
03/29/13,10,26,27,29,36
02/03/13,1,3,18,21,34
05/21/13,4,5,6,9,29
03/28/13,1,5,6,12,34
02/02/13,10,13,25,26,27
05/20/13,5,9,18,29,32
03/27/13,2,10,19,20,21
02/01/13,1,9,15,32,35
05/19/13,5,21,22,27,33
03/26/13,4,14,22,32,33
01/31/13,3,15,16,29,33
05/18/13,2,14,17,23,24
03/25/13,11,19,22,24,35
01/30/13,12,13,14,27,36
05/17/13,1,5,9,16,29
03/24/13,5,12,16,23,27
01/29/13,2,3,5,17,24
05/16/13,6,13,19,27,30
03/23/13,2,19,20,30,34
01/28/13,12,15,16,27,31
05/15/13,2,15,21,31,34
03/22/13,5,6,7,9,19
01/27/13,10,11,13,20,35
05/14/13,2,4,10,12,29
03/21/13,1,6,10,21,26
01/26/13,6,7,9,17,24
05/13/13,13,16,27,33,35
03/20/13,15,17,19,23,35
01/25/13,8,9,30,35,36
05/12/13,11,12,13,18,36
03/19/13,1,11,13,25,30
01/24/13,7,14,18,23,29
05/11/13,13,19,28,29,33
03/18/13,12,20,25,26,30
01/23/13,1,19,20,32,35
05/10/13,10,15,20,33,34
03/17/13,1,6,11,21,31
01/22/13,15,20,23,29,35
05/09/13,20,22,24,34,35
03/16/13,5,8,20,24,25
01/21/13,14,23,27,29,33
05/08/13,1,7,17,22,23
03/15/13,17,18,27,29,30
01/20/13,6,12,29,31,33
05/07/13,3,8,13,15,28
03/14/13,7,11,13,16,34
01/19/13,9,24,25,27,33
05/06/13,5,12,13,21,36
03/13/13,8,21,25,30,35
01/18/13,2,7,11,12,36
05/05/13,4,5,14,16,20
03/12/13,2,17,26,28,31
01/17/13,1,25,26,30,35
05/04/13,12,14,15,27,32
03/11/13,5,7,16,29,32
01/16/13,6,9,10,12,31
05/03/13,2,4,12,14,28
03/10/13,5,12,13,28,33
01/15/13,5,8,13,28,32
05/02/13,6,12,17,34,35
03/09/13,5,7,11,12,27
01/14/13,8,14,17,27,34
05/01/13,10,13,15,24,35
03/08/13,13,28,30,32,35
01/13/13,4,5,7,19,24
04/30/13,2,10,12,20,22
03/07/13,8,9,18,21,32
01/12/13,1,4,13,18,30
04/29/13,7,9,16,19,32
03/06/13,16,26,27,34,35
01/11/13,7,25,27,35,36
04/28/13,4,11,26,29,35
03/05/13,16,24,33,35,36
01/10/13,6,7,8,27,30
04/27/13,18,19,22,25,36
03/04/13,14,18,20,30,35
01/09/13,12,14,16,24,29
04/26/13,9,10,22,26,32
03/03/13,6,13,14,24,27
01/08/13,1,17,21,22,28
04/25/13,5,13,18,21,35
03/02/13,5,18,23,24,28
01/07/13,2,10,11,14,35
04/24/13,2,15,17,23,28
03/01/13,13,16,23,25,27
01/06/13,11,15,20,23,26
01/05/13,1,4,13,15,19
11/12/12,4,11,13,18,35
09/19/12,15,18,30,32,35
01/04/13,1,4,8,10,27
11/11/12,5,19,22,29,32
09/18/12,5,6,15,33,35
01/03/13,1,12,19,30,36
11/10/12,3,10,19,20,24
09/17/12,3,22,27,33,34
01/02/13,10,11,12,25,32
11/09/12,8,10,12,21,31
09/16/12,9,10,11,18,35
01/01/13,9,19,20,22,27
11/08/12,2,12,19,31,35
09/15/12,2,4,12,21,31
12/31/12,3,13,14,24,36
11/07/12,1,19,25,28,29
09/14/12,6,16,20,22,25
12/30/12,7,16,19,27,33
11/06/12,12,23,26,34,35
09/13/12,5,12,20,21,27
12/29/12,4,9,21,25,27
11/05/12,5,16,19,21,28
09/12/12,13,21,23,29,35
12/28/12,3,6,16,17,28
11/04/12,11,12,13,19,31
09/11/12,8,12,18,26,30
12/27/12,4,14,22,24,27
11/03/12,1,7,25,30,33
09/10/12,3,5,18,19,21
12/26/12,13,14,19,33,35
11/02/12,23,24,30,33,34
09/09/12,3,10,22,25,29
12/25/12,1,30,32,33,36
11/01/12,1,3,23,33,36
09/08/12,1,4,6,23,25
12/24/12,5,14,22,23,28
10/31/12,2,11,12,19,27
09/07/12,14,22,28,32,34
12/23/12,1,2,3,13,17
10/30/12,10,12,20,33,36
09/06/12,12,13,14,23,36
12/22/12,4,7,8,18,27
10/29/12,8,12,22,26,31
09/05/12,2,10,13,35,36
12/21/12,4,11,14,23,25
10/28/12,2,5,6,7,31
09/04/12,10,20,21,24,26
12/20/12,7,12,22,27,29
10/27/12,1,5,19,28,32
09/03/12,2,7,10,27,34
12/19/12,1,16,19,20,28
10/26/12,6,8,17,27,36
09/02/12,7,13,31,34,36
12/18/12,2,5,15,19,23
10/25/12,6,8,9,11,17
09/01/12,14,18,19,23,33
12/17/12,7,11,19,28,33
10/24/12,6,17,19,24,33
08/31/12,2,12,26,27,28
12/16/12,8,16,17,19,26
10/23/12,4,10,24,28,33
08/30/12,1,5,16,19,34
12/15/12,1,6,10,25,31
10/22/12,5,6,17,31,34
08/29/12,6,20,23,27,30
12/14/12,9,17,20,22,25
10/21/12,2,7,24,27,30
08/28/12,1,3,5,7,9
12/13/12,3,16,22,24,34
10/20/12,4,6,8,24,28
08/27/12,1,13,19,20,26
12/12/12,4,7,8,18,34
10/19/12,3,10,14,29,32
08/26/12,2,14,18,21,35
12/11/12,1,2,20,32,35
10/18/12,16,22,23,25,31
08/25/12,9,11,13,29,34
12/10/12,2,12,24,28,34
10/17/12,2,9,11,29,35
08/24/12,1,10,17,19,22
12/09/12,1,7,12,20,24
10/16/12,5,9,11,15,36
08/23/12,2,8,11,13,29
12/08/12,9,22,29,30,33
10/15/12,9,14,16,23,26
08/22/12,8,11,16,20,34
12/07/12,6,9,18,21,24
10/14/12,11,24,26,27,35
08/21/12,2,17,20,25,30
12/06/12,2,11,24,30,31
10/13/12,3,25,26,33,36
08/20/12,11,12,13,16,21
12/05/12,3,6,18,19,21
10/12/12,11,22,28,30,35
08/19/12,9,14,16,21,35
12/04/12,14,23,26,28,30
10/11/12,5,7,12,14,15
08/18/12,3,6,14,29,34
12/03/12,6,10,24,25,29
10/10/12,2,10,24,29,34
08/17/12,4,9,10,14,25
12/02/12,3,10,17,26,32
10/09/12,5,17,23,28,30
08/16/12,1,2,12,19,29
12/01/12,13,22,26,27,34
10/08/12,2,5,10,22,24
08/15/12,1,7,18,25,30
11/30/12,8,18,25,28,34
10/07/12,8,25,31,34,36
08/14/12,1,7,13,23,32
11/29/12,1,13,17,25,36
10/06/12,4,5,19,27,32
08/13/12,20,22,23,31,33
11/28/12,6,9,11,32,34
10/05/12,4,7,16,21,31
08/12/12,10,16,17,20,21
11/27/12,2,4,7,10,17
10/04/12,3,7,13,25,35
08/11/12,17,18,27,31,34
11/26/12,11,17,18,27,33
10/03/12,2,10,23,27,36
08/10/12,2,6,32,33,34
11/25/12,3,4,8,9,10
10/02/12,4,18,19,23,28
08/09/12,3,8,9,13,18
11/24/12,6,17,26,31,34
10/01/12,11,20,21,22,33
08/08/12,10,14,16,22,32
11/23/12,16,17,20,25,31
09/30/12,4,10,11,15,35
08/07/12,4,7,12,23,32
11/22/12,3,4,29,32,36
09/29/12,4,18,21,26,30
08/06/12,3,7,22,29,34
11/21/12,1,22,28,35,36
09/28/12,3,11,18,20,30
08/05/12,5,11,13,18,22
11/20/12,13,16,17,28,34
09/27/12,1,3,25,29,31
08/04/12,5,9,15,30,31
11/19/12,2,7,24,26,31
09/26/12,10,20,24,27,32
08/03/12,1,10,14,26,34
11/18/12,4,7,17,27,29
09/25/12,1,12,16,29,30
08/02/12,5,14,15,28,29
11/17/12,2,3,17,33,36
09/24/12,4,5,17,26,32
08/01/12,1,15,21,26,35
11/16/12,2,9,10,19,21
09/23/12,3,7,13,28,30
07/31/12,3,12,20,22,28
11/15/12,9,16,27,31,36
09/22/12,17,20,23,25,33
07/30/12,8,19,27,28,30
11/14/12,6,7,21,26,36
09/21/12,9,27,30,33,36
07/29/12,16,19,20,23,30
11/13/12,17,20,21,24,36
09/20/12,17,19,20,24,33
07/28/12,15,28,32,34,36
07/27/12,1,5,11,29,32
06/03/12,17,21,22,26,34
04/10/12,8,14,18,19,22
07/26/12,7,19,23,27,35
06/02/12,5,12,16,24,29
04/09/12,4,11,17,21,36
07/25/12,9,11,22,23,36
06/01/12,9,19,23,26,29
04/08/12,2,9,21,35,36
07/24/12,1,6,14,28,33
05/31/12,1,3,21,24,33
04/07/12,14,16,24,26,36
07/23/12,6,14,21,29,36
05/30/12,5,13,21,27,31
04/06/12,4,10,26,29,30
07/22/12,2,10,11,14,18
05/29/12,2,5,20,32,33
04/05/12,10,20,23,26,30
07/21/12,8,10,11,22,27
05/28/12,4,13,17,20,28
04/04/12,6,8,11,20,34
07/20/12,2,9,12,28,34
05/27/12,6,15,17,30,32
04/03/12,6,7,16,17,24
07/19/12,5,15,16,19,20
05/26/12,6,12,17,31,36
04/02/12,5,9,17,28,31
07/18/12,2,17,32,34,35
05/25/12,5,8,11,16,34
04/01/12,7,19,21,23,26
07/17/12,10,12,16,17,34
05/24/12,1,3,16,20,32
03/31/12,4,6,8,12,13
07/16/12,1,13,19,20,29
05/23/12,18,21,26,30,31
03/30/12,3,14,17,21,23
07/15/12,1,6,14,15,34
05/22/12,6,9,10,18,20
03/29/12,5,6,19,28,30
07/14/12,1,8,19,26,31
05/21/12,4,6,10,13,24
03/28/12,10,19,27,31,34
07/13/12,3,7,17,19,23
05/20/12,4,6,7,11,23
03/27/12,5,12,13,22,31
07/12/12,5,11,19,27,36
05/19/12,6,13,27,29,31
03/26/12,5,12,19,28,29
07/11/12,9,14,15,29,30
05/18/12,7,20,24,32,34
03/25/12,2,6,19,21,27
07/10/12,2,10,14,19,31
05/17/12,3,4,5,25,31
03/24/12,1,6,11,34,36
07/09/12,15,21,23,27,29
05/16/12,2,5,9,18,34
03/23/12,19,23,31,32,33
07/08/12,2,21,30,31,32
05/15/12,4,8,17,18,26
03/22/12,8,18,20,23,29
07/07/12,5,14,21,23,29
05/14/12,2,22,32,33,35
03/21/12,3,6,18,30,34
07/06/12,2,17,22,27,33
